,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
63306,2.0,4.0,4.0,4.0,452.0,4.0,1.0,2.0,3.0
63309,4.0,4.0,2.0,4.0,362.0,4.0,3.0,2.0,3.0
63315,2.0,2.0,2.0,4.0,508.0,2.0,1.0,2.0,3.0
63321,2.0,4.0,4.0,4.0,200.0,4.0,1.0,2.0,3.0
63322,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,3.0
63323,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,3.0
63325,2.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,3.0
63326,2.0,4.0,4.0,4.0,339.0,4.0,1.0,2.0,3.0
63327,2.0,4.0,4.0,4.0,182.0,4.0,1.0,2.0,3.0
63328,2.0,4.0,4.0,4.0,339.0,4.0,1.0,2.0,3.0
63331,4.0,4.0,2.0,4.0,2239.0,4.0,3.0,2.0,3.0
63336,2.0,4.0,4.0,4.0,478.0,4.0,1.0,2.0,3.0
63354,4.0,4.0,2.0,4.0,271.0,4.0,3.0,2.0,3.0
63355,2.0,2.0,2.0,4.0,769.0,2.0,1.0,2.0,3.0
63369,2.0,4.0,4.0,4.0,210.0,4.0,1.0,2.0,1.0
63371,2.0,4.0,4.0,4.0,1233.0,4.0,1.0,2.0,3.0
63372,2.0,4.0,4.0,4.0,439.0,4.0,1.0,2.0,3.0
63373,2.0,4.0,4.0,4.0,989.0,4.0,1.0,2.0,3.0
63384,2.0,4.0,4.0,4.0,1666.0,4.0,1.0,2.0,3.0
63385,2.0,4.0,4.0,4.0,734.0,4.0,1.0,2.0,3.0
63387,2.0,4.0,2.0,4.0,1718.0,4.0,1.0,2.0,3.0
63390,2.0,4.0,4.0,4.0,100.0,4.0,1.0,2.0,3.0
63391,2.0,4.0,2.0,4.0,351.0,4.0,1.0,2.0,3.0
63392,2.0,2.0,4.0,4.0,270.0,2.0,1.0,2.0,3.0
63393,2.0,4.0,2.0,4.0,176.0,4.0,1.0,2.0,3.0
63394,2.0,4.0,2.0,4.0,1424.0,4.0,1.0,2.0,3.0
63395,2.0,4.0,2.0,4.0,75.0,4.0,1.0,2.0,1.0
63396,2.0,4.0,2.0,4.0,340.0,4.0,1.0,2.0,3.0
63399,2.0,4.0,2.0,4.0,1360.0,2.0,1.0,2.0,1.0
63400,2.0,4.0,2.0,4.0,3500.0,4.0,1.0,2.0,3.0
63454,2.0,4.0,2.0,4.0,916.0,4.0,1.0,2.0,3.0
63458,2.0,4.0,2.0,4.0,678.0,4.0,1.0,2.0,3.0
63464,2.0,4.0,2.0,4.0,666.0,4.0,1.0,2.0,3.0
63469,2.0,4.0,4.0,4.0,1800.0,4.0,1.0,2.0,3.0
63491,2.0,4.0,4.0,4.0,678.0,4.0,1.0,4.0,3.0
63506,2.0,4.0,2.0,4.0,325.0,4.0,1.0,2.0,3.0
63507,2.0,4.0,4.0,4.0,337.0,4.0,1.0,2.0,3.0
63518,2.0,4.0,4.0,4.0,558.0,4.0,1.0,2.0,3.0
63522,2.0,4.0,2.0,4.0,279.0,4.0,1.0,2.0,3.0
63540,2.0,4.0,4.0,4.0,455.0,4.0,1.0,2.0,3.0
63542,2.0,4.0,4.0,4.0,309.0,4.0,1.0,2.0,3.0
63547,2.0,4.0,4.0,4.0,255.0,4.0,1.0,2.0,1.0
63551,2.0,4.0,4.0,4.0,281.0,4.0,1.0,2.0,3.0
63592,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
63596,2.0,4.0,2.0,4.0,1033.0,4.0,1.0,2.0,1.0
63606,2.0,4.0,2.0,4.0,2200.0,4.0,1.0,2.0,1.0
63629,2.0,4.0,4.0,4.0,1163.0,4.0,1.0,2.0,3.0
63641,4.0,2.0,4.0,4.0,397.0,2.0,3.0,2.0,3.0
63651,4.0,4.0,2.0,4.0,393.0,4.0,3.0,2.0,3.0
63662,2.0,2.0,2.0,4.0,535.0,2.0,1.0,2.0,1.0
63663,2.0,4.0,4.0,4.0,1192.0,4.0,1.0,2.0,3.0
63664,2.0,4.0,2.0,4.0,582.0,4.0,1.0,2.0,3.0
63665,2.0,4.0,4.0,4.0,452.0,4.0,1.0,2.0,3.0
63668,2.0,4.0,4.0,4.0,1039.0,4.0,1.0,2.0,3.0
63671,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,3.0
63674,2.0,2.0,2.0,4.0,469.0,2.0,1.0,2.0,3.0
63677,2.0,4.0,2.0,4.0,725.0,4.0,1.0,2.0,3.0
63678,2.0,4.0,4.0,4.0,939.0,4.0,1.0,4.0,3.0
63683,2.0,4.0,4.0,4.0,871.0,4.0,1.0,2.0,3.0
63684,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
63686,2.0,4.0,4.0,4.0,3339.0,4.0,1.0,2.0,3.0
63689,2.0,2.0,2.0,4.0,226.0,2.0,1.0,2.0,3.0
63692,4.0,4.0,2.0,4.0,828.0,4.0,3.0,2.0,3.0
63694,2.0,2.0,2.0,4.0,1392.0,2.0,1.0,2.0,3.0
63697,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63698,2.0,4.0,2.0,4.0,3816.0,2.0,1.0,2.0,3.0
63699,2.0,4.0,2.0,4.0,720.0,4.0,1.0,2.0,3.0
63700,2.0,4.0,2.0,4.0,1325.0,4.0,1.0,2.0,1.0
63701,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,3.0
63703,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63705,2.0,2.0,2.0,4.0,23800.0,2.0,1.0,2.0,1.0
63706,2.0,2.0,2.0,4.0,10000.0,2.0,1.0,2.0,1.0
63707,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
63708,4.0,2.0,4.0,4.0,339.0,2.0,3.0,2.0,3.0
63710,2.0,4.0,2.0,4.0,502.0,4.0,1.0,2.0,3.0
63712,2.0,4.0,2.0,4.0,794.0,4.0,1.0,2.0,3.0
63714,2.0,4.0,4.0,4.0,610.0,4.0,1.0,2.0,3.0
63718,2.0,4.0,2.0,4.0,1766.0,4.0,1.0,2.0,3.0
63722,2.0,2.0,2.0,4.0,2633.0,2.0,1.0,2.0,1.0
63723,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
63725,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
63726,2.0,4.0,2.0,4.0,678.0,4.0,1.0,2.0,1.0
63738,2.0,4.0,2.0,4.0,975.0,4.0,1.0,2.0,3.0
63739,2.0,4.0,2.0,4.0,104.0,4.0,1.0,2.0,3.0
63742,2.0,4.0,4.0,4.0,245.0,4.0,1.0,2.0,3.0
63744,2.0,4.0,4.0,4.0,1167.0,4.0,1.0,2.0,3.0
63746,2.0,4.0,4.0,4.0,8000.0,4.0,1.0,2.0,1.0
63747,2.0,4.0,4.0,4.0,317.0,4.0,1.0,2.0,3.0
63752,2.0,2.0,2.0,4.0,1892.0,2.0,1.0,2.0,1.0
63753,2.0,2.0,2.0,4.0,616.0,2.0,1.0,2.0,3.0
63754,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,3.0
63755,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
63756,2.0,2.0,4.0,4.0,999999999999.0,2.0,1.0,2.0,3.0
63776,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
63777,2.0,2.0,2.0,4.0,1700.0,2.0,1.0,2.0,3.0
63779,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
63783,2.0,4.0,4.0,4.0,9333.0,4.0,1.0,2.0,3.0
63784,4.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63785,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63786,2.0,2.0,2.0,2.0,999999999999.0,2.0,1.0,2.0,3.0
63788,2.0,4.0,4.0,4.0,675.0,4.0,1.0,2.0,3.0
63789,2.0,4.0,2.0,4.0,2653.0,4.0,1.0,2.0,3.0
63790,2.0,4.0,4.0,4.0,892.0,4.0,1.0,2.0,3.0
63791,2.0,4.0,4.0,4.0,999999999999.0,2.0,1.0,2.0,3.0
63792,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
63793,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,1.0
63795,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63796,2.0,4.0,4.0,4.0,2226.0,4.0,1.0,2.0,1.0
63797,2.0,4.0,4.0,4.0,1600.0,4.0,1.0,2.0,3.0
63798,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
63799,2.0,2.0,2.0,2.0,999999999999.0,2.0,1.0,2.0,1.0
63801,2.0,2.0,2.0,4.0,5266.0,2.0,1.0,2.0,1.0
63803,2.0,4.0,4.0,4.0,30750.0,4.0,1.0,2.0,3.0
63804,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
63805,2.0,4.0,4.0,4.0,2266.0,2.0,1.0,2.0,1.0
63806,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
63807,2.0,2.0,2.0,4.0,8000.0,2.0,1.0,2.0,1.0
63808,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,3.0
63809,2.0,4.0,4.0,4.0,492.0,4.0,1.0,2.0,3.0
63815,4.0,4.0,2.0,4.0,275.0,4.0,1.0,2.0,3.0
63821,4.0,2.0,4.0,4.0,999999999999.0,2.0,3.0,2.0,3.0
63825,4.0,4.0,2.0,4.0,525.0,4.0,3.0,2.0,3.0
63828,2.0,4.0,4.0,4.0,509.0,4.0,1.0,2.0,3.0
63829,2.0,4.0,4.0,4.0,226.0,4.0,1.0,2.0,3.0
63831,4.0,4.0,2.0,4.0,395.0,4.0,3.0,2.0,3.0
63832,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,1.0
63833,2.0,4.0,4.0,4.0,516.0,4.0,1.0,2.0,3.0
63837,2.0,2.0,2.0,4.0,723.0,2.0,1.0,2.0,1.0
63840,2.0,4.0,4.0,4.0,223.0,4.0,1.0,2.0,3.0
63841,2.0,4.0,4.0,4.0,339.0,4.0,1.0,2.0,1.0
63843,2.0,4.0,4.0,4.0,729.0,4.0,1.0,2.0,3.0
63844,2.0,4.0,4.0,4.0,2750.0,4.0,1.0,2.0,3.0
63846,2.0,4.0,4.0,4.0,421.0,4.0,1.0,2.0,3.0
63851,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,3.0
63852,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,3.0
63853,2.0,4.0,4.0,4.0,446.0,4.0,1.0,2.0,3.0
63860,2.0,4.0,4.0,4.0,530.0,4.0,1.0,2.0,3.0
63862,2.0,4.0,4.0,4.0,625.0,4.0,1.0,2.0,3.0
63929,2.0,4.0,2.0,4.0,1025.0,4.0,1.0,2.0,3.0
63931,4.0,4.0,2.0,4.0,226.0,4.0,3.0,2.0,3.0
63932,2.0,4.0,2.0,4.0,1325.0,4.0,1.0,2.0,3.0
63933,2.0,4.0,4.0,4.0,1009.0,4.0,1.0,2.0,3.0
63934,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,3.0
63935,2.0,4.0,2.0,4.0,3466.0,4.0,1.0,2.0,3.0
63936,2.0,4.0,2.0,4.0,766.0,4.0,1.0,2.0,1.0
63937,2.0,4.0,4.0,4.0,1012.0,4.0,1.0,2.0,1.0
63938,2.0,2.0,4.0,4.0,950.0,2.0,1.0,2.0,1.0
63939,2.0,4.0,4.0,4.0,5875.0,4.0,1.0,2.0,1.0
63940,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,3.0
63942,2.0,4.0,4.0,4.0,364.0,4.0,1.0,2.0,3.0
63943,2.0,4.0,4.0,4.0,1300.0,4.0,1.0,2.0,3.0
63944,2.0,4.0,4.0,4.0,962.0,4.0,1.0,2.0,3.0
63945,2.0,2.0,2.0,4.0,3460.0,2.0,1.0,2.0,3.0
63946,2.0,4.0,2.0,4.0,460.0,4.0,1.0,2.0,3.0
63947,2.0,4.0,4.0,4.0,452.0,4.0,1.0,2.0,3.0
63950,2.0,2.0,2.0,4.0,2760.0,2.0,1.0,2.0,1.0
63952,2.0,2.0,4.0,4.0,732.0,2.0,1.0,2.0,3.0
63955,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
63956,2.0,4.0,4.0,4.0,484.0,4.0,1.0,2.0,3.0
63957,4.0,2.0,2.0,4.0,518.0,2.0,3.0,2.0,3.0
63959,2.0,4.0,2.0,4.0,2129.0,4.0,1.0,2.0,1.0
63960,2.0,4.0,2.0,4.0,471.0,4.0,1.0,2.0,3.0
63961,2.0,4.0,4.0,4.0,1300.0,4.0,1.0,2.0,3.0
63963,2.0,4.0,2.0,4.0,658.0,4.0,1.0,2.0,1.0
63964,2.0,4.0,4.0,4.0,914.0,4.0,1.0,2.0,3.0
63967,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
63968,2.0,4.0,4.0,4.0,271.0,4.0,1.0,2.0,3.0
63969,2.0,4.0,4.0,4.0,1135.0,4.0,1.0,2.0,1.0
63970,2.0,4.0,4.0,4.0,416.0,4.0,1.0,2.0,3.0
63971,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,3.0
63973,2.0,4.0,4.0,4.0,950.0,4.0,1.0,2.0,3.0
63974,2.0,4.0,2.0,4.0,452.0,4.0,1.0,2.0,3.0
63975,2.0,2.0,2.0,4.0,1866.0,2.0,1.0,2.0,1.0
63976,2.0,4.0,2.0,4.0,3250.0,4.0,1.0,2.0,3.0
63981,2.0,4.0,4.0,4.0,450.0,4.0,1.0,2.0,3.0
63982,4.0,4.0,2.0,4.0,550.0,4.0,3.0,2.0,3.0
63984,2.0,2.0,4.0,4.0,850.0,2.0,1.0,2.0,3.0
63985,2.0,4.0,2.0,4.0,487.0,4.0,1.0,2.0,3.0
63988,4.0,4.0,2.0,4.0,1800.0,4.0,1.0,2.0,3.0
63989,2.0,4.0,4.0,4.0,2517.0,4.0,1.0,2.0,1.0
63990,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,1.0
63991,2.0,4.0,4.0,4.0,635.0,4.0,1.0,2.0,3.0
63994,2.0,4.0,4.0,4.0,600.0,4.0,1.0,2.0,3.0
63996,2.0,4.0,4.0,4.0,866.0,4.0,1.0,2.0,3.0
63997,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0
64014,2.0,4.0,4.0,4.0,448.0,4.0,1.0,2.0,3.0
64016,2.0,4.0,2.0,4.0,419.0,4.0,1.0,2.0,3.0
64017,2.0,4.0,2.0,4.0,359.0,4.0,1.0,2.0,1.0
64020,2.0,2.0,2.0,4.0,1523.0,2.0,1.0,2.0,1.0
64025,2.0,4.0,2.0,4.0,2200.0,2.0,1.0,2.0,3.0
64027,2.0,4.0,4.0,4.0,2247.0,4.0,1.0,2.0,3.0
64029,2.0,4.0,2.0,4.0,816.0,4.0,1.0,2.0,1.0
64032,2.0,4.0,4.0,4.0,950.0,4.0,1.0,2.0,3.0
64033,2.0,4.0,2.0,4.0,1892.0,4.0,1.0,2.0,3.0
64037,2.0,4.0,4.0,4.0,516.0,2.0,1.0,2.0,1.0
64043,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,1.0
64049,2.0,4.0,4.0,4.0,889.0,4.0,1.0,2.0,3.0
64056,4.0,4.0,2.0,4.0,355.0,4.0,3.0,2.0,3.0
64057,2.0,4.0,2.0,4.0,866.0,4.0,1.0,2.0,1.0
64058,2.0,4.0,4.0,4.0,1233.0,4.0,1.0,2.0,1.0
64061,2.0,4.0,4.0,4.0,780.0,4.0,1.0,2.0,1.0
64063,2.0,4.0,4.0,4.0,199.0,4.0,1.0,2.0,3.0
64065,4.0,4.0,2.0,4.0,320.0,4.0,3.0,2.0,3.0
64069,2.0,4.0,4.0,4.0,1266.0,4.0,1.0,2.0,3.0
64100,2.0,4.0,4.0,4.0,1021.0,4.0,1.0,2.0,3.0
64106,2.0,4.0,2.0,4.0,389.0,4.0,1.0,2.0,3.0
64107,2.0,4.0,4.0,4.0,7000.0,4.0,1.0,2.0,1.0
64119,2.0,4.0,4.0,4.0,260.0,4.0,1.0,4.0,3.0
64145,2.0,4.0,2.0,4.0,339.0,4.0,1.0,2.0,3.0
64146,2.0,4.0,4.0,4.0,319.0,4.0,1.0,2.0,3.0
64148,2.0,4.0,4.0,4.0,479.0,4.0,1.0,2.0,3.0
64157,2.0,4.0,4.0,4.0,659.0,4.0,1.0,2.0,3.0
64166,2.0,4.0,4.0,4.0,116.0,4.0,1.0,4.0,3.0
64175,2.0,4.0,4.0,4.0,852.0,4.0,1.0,2.0,1.0
64176,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0
64179,4.0,4.0,2.0,4.0,584.0,4.0,3.0,2.0,3.0
64182,2.0,4.0,4.0,4.0,2525.0,4.0,1.0,2.0,3.0
64183,2.0,2.0,2.0,4.0,1030.0,2.0,1.0,2.0,3.0
64187,2.0,4.0,4.0,4.0,1575.0,4.0,1.0,2.0,1.0
64190,4.0,4.0,2.0,4.0,334.0,4.0,3.0,2.0,3.0
64191,2.0,4.0,2.0,4.0,1258.0,4.0,1.0,2.0,1.0
64193,4.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64195,2.0,2.0,4.0,4.0,355.0,2.0,1.0,2.0,1.0
64196,4.0,4.0,2.0,4.0,442.0,4.0,3.0,2.0,3.0
64201,2.0,4.0,2.0,2.0,770.0,4.0,1.0,2.0,3.0
64204,4.0,4.0,2.0,4.0,163.0,4.0,3.0,2.0,3.0
64207,2.0,4.0,2.0,4.0,462.0,4.0,1.0,2.0,1.0
64211,4.0,4.0,2.0,4.0,81.0,4.0,3.0,2.0,3.0
64213,4.0,4.0,2.0,4.0,602.0,4.0,3.0,2.0,3.0
64217,2.0,4.0,2.0,2.0,933.0,4.0,1.0,2.0,3.0
64219,2.0,4.0,2.0,4.0,1033.0,4.0,1.0,2.0,1.0
64221,4.0,4.0,2.0,4.0,251.0,4.0,3.0,2.0,3.0
64222,4.0,4.0,2.0,4.0,1169.0,4.0,3.0,2.0,3.0
64224,2.0,4.0,4.0,4.0,584.0,4.0,1.0,2.0,3.0
64227,4.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,3.0
64230,4.0,4.0,2.0,4.0,782.0,4.0,1.0,2.0,3.0
64231,2.0,2.0,2.0,4.0,782.0,2.0,1.0,2.0,1.0
64256,2.0,4.0,4.0,4.0,1850.0,4.0,1.0,2.0,1.0
64258,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
64261,2.0,2.0,2.0,4.0,12250.0,2.0,1.0,2.0,1.0
64262,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0
64263,2.0,4.0,4.0,4.0,808.0,4.0,1.0,2.0,3.0
64264,2.0,4.0,4.0,4.0,2845.0,4.0,1.0,2.0,3.0
64265,2.0,4.0,2.0,4.0,2716.0,4.0,1.0,2.0,3.0
64266,2.0,4.0,2.0,4.0,8000.0,4.0,1.0,2.0,1.0
64269,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
64273,2.0,4.0,4.0,4.0,1299.0,4.0,1.0,2.0,1.0
64274,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64275,2.0,4.0,2.0,4.0,2059.0,2.0,1.0,2.0,1.0
64276,2.0,4.0,4.0,4.0,730.0,4.0,1.0,2.0,3.0
64277,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64279,2.0,4.0,4.0,4.0,844.0,4.0,1.0,2.0,1.0
64280,2.0,4.0,4.0,4.0,1166.0,4.0,1.0,2.0,1.0
64281,4.0,4.0,2.0,4.0,999999999999.0,4.0,3.0,2.0,3.0
64285,2.0,4.0,2.0,4.0,1295.0,4.0,1.0,2.0,1.0
64289,4.0,2.0,2.0,4.0,240.0,2.0,3.0,2.0,3.0
64290,4.0,4.0,2.0,4.0,1400.0,4.0,3.0,2.0,3.0
64291,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64292,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
64293,2.0,4.0,4.0,4.0,826.0,4.0,1.0,2.0,1.0
64295,2.0,4.0,4.0,4.0,1165.0,4.0,1.0,2.0,1.0
64297,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64298,2.0,4.0,2.0,4.0,1295.0,4.0,1.0,2.0,3.0
64299,4.0,4.0,2.0,4.0,729.0,4.0,3.0,2.0,3.0
64301,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
64303,2.0,2.0,2.0,4.0,775.0,2.0,1.0,2.0,3.0
64304,2.0,4.0,4.0,4.0,372.0,4.0,1.0,2.0,3.0
64306,4.0,4.0,2.0,4.0,254.0,4.0,3.0,2.0,3.0
64307,2.0,4.0,2.0,4.0,1546.0,4.0,1.0,2.0,1.0
64308,2.0,4.0,4.0,4.0,1650.0,2.0,1.0,2.0,3.0
64309,2.0,4.0,2.0,4.0,1185.0,4.0,1.0,2.0,3.0
64310,2.0,4.0,4.0,4.0,675.0,4.0,1.0,2.0,3.0
64311,2.0,4.0,2.0,4.0,1650.0,4.0,1.0,2.0,1.0
64312,2.0,4.0,2.0,4.0,606.0,4.0,1.0,2.0,3.0
64314,2.0,4.0,4.0,4.0,1275.0,4.0,1.0,2.0,3.0
64315,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64316,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,3.0
64317,2.0,4.0,2.0,4.0,1375.0,4.0,1.0,2.0,1.0
64320,2.0,2.0,2.0,4.0,1166.0,2.0,1.0,2.0,3.0
64322,2.0,4.0,2.0,4.0,582.0,4.0,1.0,2.0,3.0
64323,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
64324,4.0,2.0,4.0,4.0,939.0,2.0,1.0,2.0,3.0
64325,2.0,4.0,2.0,4.0,933.0,4.0,1.0,2.0,1.0
64326,2.0,4.0,4.0,4.0,156.0,4.0,1.0,2.0,3.0
64328,4.0,4.0,2.0,4.0,15000.0,4.0,1.0,2.0,3.0
64329,4.0,4.0,2.0,4.0,420.0,4.0,3.0,2.0,1.0
64330,2.0,4.0,4.0,4.0,295.0,4.0,1.0,2.0,3.0
64334,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
64335,2.0,4.0,2.0,4.0,2250.0,4.0,1.0,2.0,1.0
64336,2.0,4.0,4.0,4.0,1567.0,4.0,1.0,2.0,3.0
64337,2.0,4.0,4.0,4.0,2500.0,4.0,1.0,2.0,3.0
64339,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
64340,2.0,4.0,4.0,4.0,650.0,4.0,1.0,2.0,3.0
64341,2.0,4.0,4.0,4.0,701.0,4.0,1.0,2.0,1.0
64342,2.0,4.0,4.0,4.0,271.0,4.0,1.0,2.0,3.0
64345,2.0,4.0,4.0,4.0,4200.0,4.0,1.0,2.0,3.0
64349,2.0,4.0,2.0,4.0,332.0,4.0,1.0,2.0,3.0
64351,2.0,4.0,4.0,4.0,733.0,4.0,1.0,2.0,3.0
64355,2.0,4.0,2.0,4.0,597.0,4.0,1.0,2.0,3.0
64359,2.0,4.0,4.0,4.0,466.0,4.0,1.0,2.0,3.0
64363,4.0,4.0,2.0,4.0,1633.0,4.0,3.0,2.0,3.0
64365,4.0,4.0,2.0,4.0,614.0,4.0,3.0,2.0,1.0
64367,2.0,4.0,2.0,4.0,1025.0,4.0,1.0,2.0,3.0
64368,2.0,4.0,4.0,4.0,696.0,4.0,1.0,2.0,1.0
64369,2.0,4.0,4.0,4.0,1339.0,4.0,1.0,2.0,3.0
64370,4.0,4.0,2.0,4.0,766.0,4.0,3.0,2.0,3.0
64377,2.0,4.0,4.0,4.0,1210.0,4.0,1.0,2.0,3.0
64380,2.0,4.0,2.0,4.0,1325.0,4.0,1.0,2.0,3.0
64382,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,3.0
64394,4.0,4.0,2.0,4.0,966.0,4.0,1.0,2.0,3.0
64395,2.0,4.0,2.0,4.0,552.0,4.0,1.0,2.0,1.0
64401,4.0,4.0,2.0,4.0,566.0,4.0,3.0,2.0,1.0
64405,2.0,4.0,4.0,4.0,1044.0,4.0,1.0,2.0,3.0
64406,2.0,4.0,4.0,4.0,589.0,4.0,1.0,2.0,3.0
64409,2.0,4.0,2.0,4.0,457.0,4.0,1.0,2.0,3.0
64411,2.0,4.0,4.0,4.0,926.0,4.0,1.0,2.0,3.0
64414,2.0,4.0,4.0,4.0,1290.0,4.0,1.0,2.0,1.0
64416,2.0,4.0,2.0,4.0,1102.0,2.0,1.0,2.0,1.0
64420,2.0,4.0,4.0,4.0,469.0,4.0,1.0,2.0,3.0
64421,2.0,4.0,4.0,4.0,266.0,4.0,1.0,2.0,3.0
64424,2.0,4.0,4.0,4.0,1500.0,2.0,1.0,2.0,3.0
64425,2.0,4.0,4.0,4.0,366.0,4.0,1.0,2.0,1.0
64428,2.0,4.0,4.0,4.0,2250.0,4.0,1.0,2.0,1.0
64430,2.0,4.0,4.0,4.0,1439.0,4.0,1.0,2.0,3.0
64431,2.0,4.0,4.0,4.0,375.0,4.0,1.0,2.0,3.0
64436,2.0,4.0,4.0,4.0,865.0,4.0,1.0,2.0,3.0
64448,4.0,4.0,2.0,4.0,365.0,4.0,3.0,2.0,3.0
64449,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
64450,4.0,4.0,2.0,4.0,200.0,4.0,1.0,2.0,3.0
64452,2.0,2.0,4.0,4.0,339.0,2.0,1.0,2.0,3.0
64453,2.0,4.0,2.0,4.0,844.0,4.0,1.0,2.0,3.0
64456,2.0,4.0,2.0,4.0,455.0,4.0,1.0,2.0,3.0
64457,2.0,4.0,2.0,4.0,333.0,4.0,1.0,2.0,3.0
64460,2.0,2.0,2.0,4.0,1500.0,2.0,1.0,2.0,1.0
64464,2.0,4.0,2.0,4.0,1080.0,4.0,1.0,2.0,1.0
64466,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
64470,2.0,2.0,4.0,4.0,4500.0,2.0,1.0,2.0,1.0
64472,2.0,4.0,2.0,4.0,946.0,4.0,1.0,2.0,1.0
64477,2.0,4.0,4.0,4.0,592.0,4.0,1.0,2.0,3.0
64478,4.0,4.0,2.0,4.0,352.0,4.0,3.0,2.0,3.0
64479,2.0,4.0,2.0,4.0,542.0,4.0,1.0,2.0,3.0
64487,2.0,4.0,4.0,4.0,243.0,4.0,1.0,2.0,3.0
64507,2.0,4.0,4.0,4.0,420.0,4.0,1.0,2.0,3.0
64508,2.0,4.0,4.0,4.0,408.0,4.0,1.0,2.0,3.0
64512,2.0,4.0,4.0,4.0,516.0,4.0,1.0,2.0,3.0
64516,2.0,4.0,4.0,4.0,226.0,4.0,1.0,2.0,3.0
64518,2.0,4.0,4.0,4.0,771.0,4.0,1.0,2.0,3.0
64521,2.0,4.0,2.0,2.0,814.0,4.0,1.0,2.0,1.0
64522,4.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,1.0
64523,2.0,4.0,2.0,4.0,1037.0,4.0,1.0,2.0,3.0
