,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
88705,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,3.0
88708,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,3.0
88711,2.0,2.0,2.0,4.0,329.0,2.0,1.0,2.0,1.0
88714,4.0,4.0,2.0,4.0,822.0,4.0,3.0,2.0,3.0
88716,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
88718,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,1.0
88719,2.0,4.0,2.0,4.0,3000.0,2.0,1.0,2.0,1.0
88720,2.0,4.0,4.0,4.0,925.0,2.0,1.0,2.0,1.0
88721,4.0,2.0,4.0,4.0,546.0,2.0,3.0,4.0,3.0
88724,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,3.0
88726,2.0,4.0,2.0,4.0,616.0,4.0,1.0,2.0,1.0
88727,2.0,2.0,2.0,4.0,1333.0,2.0,1.0,2.0,3.0
88728,4.0,4.0,2.0,2.0,1025.0,4.0,3.0,2.0,1.0
88729,2.0,2.0,2.0,4.0,2400.0,2.0,1.0,2.0,1.0
88730,2.0,4.0,2.0,2.0,754.0,2.0,1.0,2.0,1.0
88731,2.0,4.0,2.0,4.0,1725.0,4.0,1.0,2.0,3.0
88733,2.0,4.0,2.0,4.0,1334.0,4.0,1.0,2.0,3.0
88734,4.0,4.0,2.0,4.0,262.0,4.0,3.0,2.0,1.0
88735,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,3.0
88737,2.0,4.0,2.0,2.0,2750.0,4.0,1.0,2.0,1.0
88740,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
88742,2.0,4.0,2.0,4.0,1015.0,2.0,1.0,2.0,1.0
88743,4.0,2.0,2.0,4.0,212.0,2.0,3.0,2.0,3.0
88744,4.0,4.0,2.0,4.0,4100.0,4.0,3.0,2.0,1.0
88746,4.0,4.0,2.0,2.0,550.0,4.0,3.0,2.0,1.0
88750,2.0,4.0,2.0,4.0,2152.0,4.0,1.0,2.0,1.0
88751,2.0,4.0,4.0,4.0,3200.0,4.0,1.0,2.0,1.0
88755,2.0,4.0,2.0,4.0,1330.0,4.0,1.0,2.0,1.0
88757,2.0,4.0,2.0,2.0,1015.0,4.0,1.0,2.0,1.0
88761,2.0,4.0,2.0,4.0,569.0,4.0,1.0,2.0,1.0
88762,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,1.0
88763,2.0,4.0,2.0,2.0,2250.0,4.0,1.0,2.0,1.0
88765,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,1.0
88766,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,3.0
88767,2.0,4.0,4.0,4.0,2500.0,4.0,1.0,2.0,3.0
88768,2.0,4.0,4.0,4.0,280.0,4.0,1.0,2.0,1.0
88769,2.0,4.0,4.0,4.0,250.0,4.0,1.0,2.0,3.0
88771,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
88774,2.0,4.0,4.0,4.0,666.0,4.0,1.0,2.0,1.0
88776,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
88777,2.0,4.0,2.0,2.0,900.0,4.0,1.0,2.0,1.0
88778,2.0,4.0,4.0,4.0,1833.0,4.0,1.0,2.0,1.0
88781,2.0,4.0,2.0,2.0,4000.0,2.0,1.0,2.0,1.0
88782,2.0,4.0,4.0,4.0,2800.0,4.0,1.0,2.0,1.0
88784,2.0,4.0,4.0,4.0,1125.0,2.0,1.0,2.0,1.0
88785,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
88786,2.0,4.0,2.0,4.0,885.0,4.0,1.0,2.0,3.0
88787,2.0,4.0,2.0,4.0,1260.0,2.0,1.0,2.0,1.0
88788,2.0,4.0,4.0,4.0,894.0,2.0,1.0,2.0,3.0
88789,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
88791,2.0,4.0,4.0,4.0,1100.0,4.0,1.0,2.0,3.0
88792,2.0,4.0,4.0,4.0,816.0,4.0,1.0,2.0,1.0
88793,2.0,4.0,4.0,4.0,1750.0,4.0,1.0,2.0,1.0
88795,2.0,4.0,4.0,4.0,1200.0,4.0,1.0,2.0,1.0
88796,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,3.0
88797,2.0,4.0,2.0,4.0,1022.0,2.0,1.0,2.0,1.0
88798,2.0,4.0,2.0,4.0,666.0,2.0,1.0,2.0,1.0
88799,2.0,4.0,2.0,4.0,1525.0,4.0,1.0,2.0,1.0
88800,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
88802,4.0,4.0,2.0,4.0,462.0,4.0,3.0,2.0,3.0
88803,2.0,4.0,2.0,4.0,1400.0,2.0,1.0,2.0,1.0
88804,4.0,4.0,2.0,4.0,866.0,4.0,3.0,2.0,3.0
88805,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,1.0
88810,2.0,4.0,2.0,4.0,631.0,2.0,1.0,2.0,1.0
88811,4.0,4.0,2.0,4.0,1200.0,4.0,3.0,2.0,1.0
88813,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
88814,2.0,4.0,4.0,4.0,450.0,4.0,1.0,2.0,1.0
88816,2.0,4.0,2.0,4.0,1097.0,4.0,1.0,2.0,1.0
88817,2.0,4.0,2.0,4.0,1900.0,4.0,1.0,2.0,3.0
88820,2.0,4.0,4.0,4.0,2500.0,4.0,1.0,2.0,1.0
88822,2.0,4.0,4.0,4.0,525.0,4.0,1.0,2.0,1.0
88823,2.0,4.0,2.0,4.0,3666.0,4.0,1.0,2.0,1.0
88824,2.0,4.0,2.0,4.0,1600.0,2.0,1.0,2.0,1.0
88825,2.0,2.0,2.0,4.0,1566.0,2.0,1.0,2.0,1.0
88827,2.0,2.0,2.0,4.0,3933.0,2.0,1.0,2.0,1.0
88828,2.0,2.0,2.0,4.0,2666.0,2.0,1.0,2.0,1.0
88829,2.0,2.0,2.0,4.0,2600.0,2.0,1.0,2.0,1.0
88832,2.0,2.0,2.0,4.0,1250.0,2.0,1.0,2.0,1.0
88833,2.0,4.0,4.0,4.0,5250.0,4.0,1.0,2.0,1.0
88834,2.0,4.0,4.0,4.0,3394.0,4.0,1.0,2.0,1.0
88835,2.0,2.0,2.0,4.0,2400.0,2.0,1.0,2.0,1.0
88837,2.0,2.0,2.0,4.0,847.0,2.0,1.0,2.0,1.0
88838,2.0,4.0,2.0,4.0,3358.0,4.0,1.0,2.0,1.0
88839,4.0,4.0,2.0,4.0,788.0,4.0,3.0,2.0,1.0
88841,2.0,4.0,2.0,4.0,1266.0,4.0,1.0,2.0,1.0
88843,2.0,4.0,2.0,4.0,483.0,4.0,1.0,2.0,1.0
88844,2.0,2.0,2.0,2.0,3000.0,2.0,1.0,2.0,1.0
88846,4.0,4.0,2.0,4.0,1200.0,4.0,3.0,2.0,1.0
88850,2.0,4.0,2.0,2.0,600.0,4.0,1.0,2.0,1.0
88851,2.0,4.0,2.0,4.0,1866.0,4.0,1.0,2.0,1.0
88856,2.0,4.0,2.0,4.0,1160.0,4.0,1.0,2.0,1.0
88858,4.0,4.0,2.0,4.0,788.0,4.0,3.0,2.0,3.0
88859,2.0,4.0,2.0,4.0,2400.0,4.0,1.0,2.0,1.0
88860,2.0,4.0,2.0,4.0,2096.0,4.0,1.0,2.0,1.0
88861,4.0,4.0,2.0,4.0,2000.0,2.0,1.0,2.0,1.0
88863,2.0,4.0,2.0,4.0,1000.0,2.0,1.0,2.0,1.0
88864,2.0,4.0,2.0,4.0,1166.0,4.0,1.0,2.0,1.0
88865,2.0,2.0,2.0,4.0,2166.0,2.0,1.0,2.0,1.0
88866,2.0,4.0,2.0,4.0,3062.0,4.0,1.0,2.0,1.0
88867,2.0,2.0,2.0,4.0,762.0,2.0,1.0,2.0,1.0
88869,4.0,4.0,2.0,4.0,1750.0,4.0,3.0,2.0,1.0
88870,2.0,4.0,4.0,4.0,2000.0,2.0,1.0,2.0,1.0
88871,2.0,2.0,2.0,2.0,3666.0,2.0,1.0,2.0,1.0
88872,2.0,4.0,2.0,4.0,5333.0,4.0,1.0,2.0,1.0
88873,2.0,2.0,2.0,4.0,466.0,2.0,1.0,2.0,1.0
88874,2.0,2.0,2.0,2.0,10000.0,2.0,1.0,2.0,1.0
88875,2.0,2.0,2.0,2.0,1600.0,2.0,1.0,2.0,1.0
88876,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
88878,2.0,4.0,2.0,4.0,1160.0,4.0,1.0,2.0,1.0
88879,2.0,4.0,2.0,4.0,1260.0,4.0,1.0,2.0,1.0
88881,2.0,4.0,2.0,4.0,788.0,4.0,1.0,2.0,1.0
88882,2.0,2.0,2.0,4.0,2500.0,2.0,1.0,2.0,1.0
88888,2.0,4.0,2.0,4.0,375.0,4.0,1.0,2.0,3.0
88891,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
88892,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0
88893,2.0,4.0,2.0,2.0,3866.0,4.0,1.0,2.0,1.0
88894,2.0,4.0,4.0,4.0,1800.0,4.0,1.0,2.0,3.0
88895,2.0,2.0,2.0,4.0,800.0,2.0,1.0,2.0,3.0
88896,4.0,4.0,2.0,4.0,3000.0,4.0,3.0,2.0,1.0
88901,2.0,2.0,2.0,4.0,1000.0,2.0,1.0,2.0,1.0
88903,2.0,4.0,2.0,2.0,774.0,4.0,1.0,2.0,1.0
88907,2.0,2.0,2.0,4.0,706.0,2.0,1.0,2.0,3.0
88908,2.0,4.0,2.0,4.0,3600.0,4.0,1.0,2.0,3.0
88910,2.0,2.0,2.0,4.0,1929.0,2.0,1.0,2.0,1.0
88911,2.0,2.0,2.0,2.0,1400.0,2.0,1.0,2.0,1.0
88912,2.0,4.0,2.0,4.0,733.0,4.0,1.0,2.0,1.0
88913,2.0,2.0,2.0,4.0,785.0,2.0,1.0,2.0,1.0
88914,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
88915,2.0,2.0,2.0,4.0,978.0,2.0,1.0,2.0,1.0
88916,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
88917,2.0,4.0,2.0,4.0,1696.0,4.0,1.0,2.0,1.0
88918,2.0,4.0,2.0,4.0,4125.0,4.0,1.0,2.0,1.0
88919,2.0,4.0,2.0,4.0,800.0,2.0,1.0,2.0,1.0
88921,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
88922,2.0,2.0,2.0,2.0,7500.0,2.0,1.0,2.0,1.0
88923,2.0,4.0,2.0,4.0,859.0,4.0,1.0,2.0,3.0
88925,2.0,4.0,2.0,4.0,2100.0,4.0,1.0,2.0,1.0
88926,2.0,2.0,2.0,2.0,1250.0,2.0,1.0,2.0,1.0
88927,2.0,2.0,2.0,2.0,1950.0,2.0,1.0,2.0,1.0
88928,2.0,4.0,4.0,4.0,850.0,4.0,1.0,2.0,3.0
88929,2.0,2.0,2.0,2.0,2250.0,2.0,1.0,2.0,1.0
88930,2.0,4.0,2.0,4.0,1454.0,4.0,1.0,2.0,1.0
88931,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,1.0
88933,2.0,4.0,2.0,4.0,3250.0,4.0,1.0,2.0,3.0
88935,2.0,4.0,2.0,4.0,20000.0,4.0,1.0,2.0,1.0
88936,2.0,4.0,2.0,4.0,4333.0,4.0,1.0,2.0,1.0
88938,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
88939,2.0,4.0,2.0,2.0,6000.0,4.0,1.0,2.0,3.0
88940,2.0,4.0,2.0,4.0,1625.0,4.0,1.0,2.0,1.0
88942,2.0,2.0,2.0,2.0,3750.0,2.0,1.0,2.0,1.0
88943,2.0,4.0,2.0,2.0,2250.0,4.0,1.0,2.0,1.0
88944,2.0,4.0,4.0,4.0,4750.0,4.0,1.0,4.0,3.0
88945,2.0,4.0,2.0,4.0,3333.0,4.0,1.0,2.0,1.0
88948,2.0,2.0,2.0,4.0,1250.0,2.0,1.0,2.0,1.0
88949,2.0,2.0,2.0,4.0,1250.0,2.0,1.0,2.0,1.0
88950,2.0,4.0,2.0,2.0,948.0,4.0,1.0,2.0,1.0
88952,4.0,4.0,2.0,4.0,1560.0,4.0,3.0,2.0,1.0
88953,2.0,2.0,2.0,4.0,658.0,2.0,1.0,2.0,1.0
88956,2.0,4.0,2.0,4.0,2875.0,2.0,1.0,2.0,1.0
88957,2.0,4.0,2.0,4.0,1600.0,4.0,1.0,2.0,1.0
88958,2.0,4.0,2.0,4.0,1240.0,4.0,1.0,2.0,1.0
88959,2.0,4.0,2.0,2.0,2866.0,4.0,1.0,2.0,3.0
88961,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
88962,4.0,2.0,2.0,4.0,400.0,2.0,3.0,2.0,1.0
88963,2.0,4.0,2.0,4.0,1750.0,4.0,1.0,2.0,1.0
88965,2.0,4.0,2.0,4.0,6000.0,4.0,1.0,2.0,1.0
88966,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
88967,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0
88970,2.0,4.0,2.0,4.0,1333.0,2.0,1.0,2.0,1.0
88973,2.0,2.0,2.0,2.0,3666.0,2.0,1.0,2.0,1.0
88974,2.0,2.0,2.0,4.0,12000.0,2.0,1.0,2.0,1.0
88975,2.0,4.0,2.0,4.0,1150.0,2.0,1.0,2.0,1.0
88976,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
88977,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
88979,2.0,4.0,2.0,4.0,2250.0,4.0,1.0,2.0,1.0
88980,2.0,2.0,2.0,4.0,5000.0,2.0,1.0,2.0,1.0
88981,2.0,2.0,2.0,4.0,1250.0,2.0,1.0,2.0,1.0
88983,2.0,2.0,2.0,4.0,5500.0,2.0,1.0,2.0,1.0
88984,2.0,2.0,2.0,4.0,2933.0,2.0,1.0,2.0,1.0
88985,2.0,2.0,2.0,4.0,2025.0,2.0,1.0,2.0,1.0
88986,2.0,2.0,2.0,4.0,2333.0,2.0,1.0,2.0,1.0
88987,2.0,2.0,2.0,4.0,1720.0,2.0,1.0,2.0,1.0
88988,2.0,2.0,2.0,4.0,950.0,2.0,1.0,2.0,1.0
88989,4.0,2.0,4.0,4.0,2200.0,2.0,3.0,2.0,1.0
88990,2.0,2.0,2.0,4.0,833.0,2.0,1.0,2.0,1.0
88991,2.0,2.0,2.0,4.0,9000.0,2.0,1.0,2.0,1.0
88992,2.0,2.0,2.0,4.0,3333.0,2.0,1.0,2.0,1.0
88993,2.0,4.0,4.0,4.0,1094.0,4.0,1.0,2.0,1.0
88998,2.0,2.0,2.0,4.0,6500.0,2.0,1.0,2.0,1.0
88999,2.0,2.0,2.0,4.0,4100.0,2.0,1.0,2.0,1.0
89000,2.0,4.0,2.0,4.0,2500.0,4.0,1.0,2.0,3.0
89001,4.0,2.0,2.0,4.0,3000.0,2.0,3.0,2.0,1.0
89002,2.0,4.0,2.0,4.0,5333.0,2.0,1.0,2.0,1.0
89003,2.0,4.0,2.0,4.0,7000.0,4.0,1.0,2.0,3.0
89004,2.0,2.0,2.0,4.0,6500.0,2.0,1.0,2.0,1.0
89005,2.0,4.0,2.0,4.0,2300.0,4.0,1.0,2.0,1.0
89006,2.0,2.0,2.0,4.0,3025.0,2.0,1.0,2.0,1.0
89009,4.0,4.0,2.0,4.0,1066.0,4.0,3.0,2.0,1.0
89010,2.0,4.0,4.0,4.0,4500.0,4.0,1.0,2.0,1.0
89013,2.0,4.0,2.0,4.0,2500.0,4.0,1.0,2.0,1.0
89014,2.0,2.0,2.0,4.0,1750.0,2.0,1.0,2.0,1.0
89015,2.0,4.0,2.0,4.0,1800.0,4.0,1.0,2.0,1.0
89016,2.0,4.0,2.0,4.0,3750.0,4.0,1.0,2.0,1.0
89017,2.0,2.0,2.0,4.0,1250.0,2.0,1.0,2.0,1.0
89022,2.0,2.0,2.0,4.0,4666.0,2.0,1.0,2.0,1.0
89023,2.0,2.0,2.0,2.0,2350.0,2.0,1.0,2.0,1.0
89024,2.0,4.0,2.0,4.0,4750.0,4.0,1.0,2.0,1.0
89025,2.0,4.0,2.0,4.0,8000.0,2.0,1.0,2.0,1.0
89029,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
89030,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
89031,2.0,4.0,2.0,4.0,3125.0,4.0,1.0,2.0,1.0
89032,2.0,4.0,2.0,4.0,4066.0,2.0,1.0,2.0,1.0
89037,2.0,4.0,2.0,4.0,2150.0,4.0,1.0,2.0,1.0
89038,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
89039,2.0,4.0,2.0,4.0,1750.0,4.0,1.0,2.0,1.0
89040,2.0,2.0,2.0,4.0,750.0,2.0,1.0,2.0,1.0
89042,2.0,2.0,2.0,4.0,780.0,2.0,1.0,2.0,1.0
89044,2.0,4.0,2.0,4.0,3270.0,4.0,1.0,2.0,1.0
89045,4.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
89046,4.0,4.0,2.0,4.0,3933.0,2.0,1.0,2.0,3.0
89048,2.0,4.0,2.0,4.0,508.0,4.0,1.0,2.0,1.0
89049,4.0,4.0,2.0,4.0,523.0,4.0,3.0,2.0,3.0
89050,2.0,4.0,2.0,4.0,779.0,4.0,1.0,2.0,3.0
89053,4.0,4.0,2.0,4.0,999999999999.0,2.0,3.0,2.0,3.0
89054,2.0,4.0,2.0,4.0,1180.0,4.0,1.0,2.0,1.0
89055,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,1.0
89057,2.0,4.0,2.0,4.0,950.0,2.0,1.0,2.0,3.0
89058,4.0,4.0,2.0,4.0,244.0,4.0,1.0,2.0,3.0
89060,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
89061,2.0,2.0,2.0,4.0,514.0,2.0,1.0,2.0,1.0
89062,4.0,4.0,2.0,4.0,157.0,4.0,1.0,2.0,1.0
89064,4.0,4.0,2.0,4.0,994.0,4.0,3.0,2.0,3.0
89065,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
89066,4.0,4.0,2.0,4.0,36.0,4.0,3.0,2.0,1.0
89070,2.0,4.0,2.0,2.0,435.0,4.0,1.0,2.0,1.0
89072,4.0,4.0,2.0,4.0,1100.0,4.0,3.0,2.0,3.0
89073,2.0,4.0,2.0,4.0,875.0,4.0,1.0,2.0,1.0
89074,2.0,4.0,2.0,4.0,1750.0,4.0,1.0,2.0,3.0
89075,2.0,4.0,2.0,4.0,658.0,4.0,1.0,2.0,1.0
89076,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,1.0
89077,2.0,4.0,2.0,4.0,433.0,4.0,1.0,2.0,1.0
89078,4.0,4.0,2.0,4.0,675.0,2.0,3.0,2.0,1.0
89079,2.0,2.0,2.0,4.0,2125.0,2.0,1.0,2.0,1.0
89080,2.0,4.0,2.0,2.0,1157.0,4.0,1.0,2.0,1.0
89082,2.0,2.0,2.0,4.0,1533.0,2.0,1.0,2.0,1.0
89085,2.0,2.0,2.0,4.0,760.0,2.0,1.0,2.0,1.0
89086,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
89087,2.0,2.0,2.0,4.0,4075.0,2.0,1.0,2.0,3.0
89088,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,1.0
89091,4.0,2.0,2.0,4.0,500.0,2.0,3.0,2.0,1.0
89092,2.0,4.0,2.0,4.0,1650.0,4.0,1.0,2.0,1.0
89093,2.0,2.0,2.0,4.0,1166.0,2.0,1.0,2.0,1.0
89094,2.0,2.0,2.0,4.0,1826.0,2.0,1.0,2.0,1.0
89095,2.0,2.0,4.0,4.0,575.0,2.0,1.0,2.0,1.0
89096,4.0,4.0,2.0,4.0,1400.0,2.0,3.0,2.0,1.0
89097,2.0,2.0,2.0,4.0,1300.0,2.0,1.0,2.0,1.0
89101,2.0,2.0,2.0,4.0,1900.0,2.0,1.0,2.0,3.0
89102,2.0,2.0,2.0,4.0,2300.0,2.0,1.0,2.0,3.0
89104,2.0,4.0,2.0,4.0,1933.0,4.0,1.0,2.0,1.0
89106,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,3.0
89107,2.0,4.0,2.0,4.0,15000.0,4.0,1.0,2.0,1.0
89108,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
89109,4.0,4.0,2.0,4.0,2500.0,4.0,3.0,2.0,1.0
89110,2.0,2.0,2.0,4.0,2750.0,2.0,1.0,2.0,1.0
89111,2.0,2.0,2.0,4.0,1366.0,2.0,1.0,2.0,1.0
89113,2.0,2.0,2.0,4.0,2725.0,2.0,1.0,2.0,1.0
89114,2.0,2.0,4.0,4.0,806.0,2.0,1.0,2.0,3.0
89118,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,3.0
89121,4.0,4.0,2.0,4.0,896.0,4.0,3.0,2.0,3.0
89122,4.0,2.0,2.0,4.0,163.0,2.0,3.0,2.0,1.0
89123,2.0,4.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
89124,2.0,4.0,2.0,4.0,900.0,4.0,1.0,2.0,1.0
89127,4.0,4.0,2.0,4.0,573.0,4.0,3.0,2.0,1.0
89128,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
89129,2.0,4.0,2.0,4.0,525.0,4.0,1.0,2.0,1.0
89130,4.0,4.0,2.0,4.0,966.0,4.0,3.0,2.0,1.0
89131,4.0,4.0,2.0,4.0,700.0,4.0,3.0,2.0,1.0
89132,4.0,4.0,2.0,4.0,278.0,4.0,3.0,2.0,1.0
89133,4.0,4.0,2.0,4.0,525.0,4.0,3.0,2.0,1.0
89134,2.0,4.0,2.0,4.0,700.0,4.0,1.0,2.0,1.0
89135,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,1.0
89138,4.0,4.0,2.0,4.0,788.0,4.0,3.0,2.0,1.0
89139,2.0,4.0,2.0,4.0,1576.0,4.0,1.0,2.0,1.0
89140,4.0,4.0,2.0,4.0,1600.0,4.0,3.0,2.0,1.0
89141,4.0,4.0,2.0,4.0,769.0,4.0,3.0,2.0,1.0
89142,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
89143,2.0,2.0,2.0,2.0,6025.0,2.0,1.0,2.0,1.0
89144,2.0,4.0,4.0,4.0,2133.0,4.0,1.0,2.0,3.0
89145,2.0,2.0,2.0,4.0,750.0,2.0,1.0,2.0,1.0
89148,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
89149,2.0,2.0,2.0,4.0,16500.0,2.0,1.0,2.0,1.0
89151,4.0,4.0,2.0,4.0,6615.0,2.0,1.0,2.0,1.0
89152,2.0,4.0,2.0,4.0,5500.0,4.0,1.0,2.0,3.0
89153,2.0,2.0,2.0,2.0,3333.0,2.0,1.0,2.0,1.0
89154,2.0,2.0,2.0,4.0,2500.0,2.0,1.0,2.0,1.0
89155,2.0,2.0,2.0,4.0,7666.0,2.0,1.0,2.0,1.0
89156,2.0,2.0,2.0,4.0,2530.0,2.0,1.0,2.0,1.0
89157,2.0,4.0,2.0,4.0,4200.0,4.0,1.0,2.0,1.0
89158,2.0,2.0,2.0,2.0,10666.0,2.0,1.0,2.0,1.0
89159,2.0,2.0,2.0,4.0,3100.0,2.0,1.0,2.0,1.0
89160,2.0,2.0,2.0,4.0,480.0,2.0,1.0,2.0,1.0
89162,2.0,4.0,4.0,4.0,250.0,4.0,1.0,2.0,1.0
89163,4.0,2.0,2.0,4.0,8000.0,2.0,3.0,2.0,1.0
89164,2.0,2.0,2.0,2.0,6666.0,2.0,1.0,2.0,1.0
89165,2.0,4.0,2.0,2.0,10250.0,4.0,1.0,2.0,1.0
89167,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
89168,2.0,2.0,2.0,4.0,1100.0,2.0,1.0,2.0,1.0
89169,2.0,2.0,2.0,4.0,7000.0,2.0,1.0,2.0,1.0
89170,2.0,2.0,2.0,2.0,20500.0,2.0,1.0,2.0,1.0
89176,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,1.0
89177,2.0,4.0,2.0,4.0,2735.0,4.0,1.0,2.0,1.0
89178,2.0,4.0,2.0,4.0,3000.0,2.0,1.0,2.0,3.0
89179,2.0,4.0,4.0,4.0,2500.0,4.0,1.0,2.0,1.0
89180,2.0,4.0,2.0,4.0,2366.0,4.0,1.0,2.0,1.0
89182,2.0,4.0,2.0,4.0,497.0,4.0,1.0,2.0,1.0
89183,4.0,4.0,2.0,4.0,1075.0,4.0,3.0,2.0,1.0
89185,2.0,2.0,2.0,2.0,1250.0,2.0,1.0,2.0,1.0
89187,2.0,2.0,2.0,4.0,1000.0,2.0,1.0,2.0,3.0
89190,4.0,4.0,2.0,2.0,531.0,4.0,3.0,2.0,1.0
89191,2.0,4.0,2.0,4.0,350.0,2.0,1.0,2.0,1.0
89192,2.0,2.0,2.0,2.0,373.0,2.0,1.0,2.0,1.0
89193,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,4.0,3.0
89194,2.0,2.0,2.0,4.0,681.0,2.0,1.0,2.0,1.0
89198,2.0,4.0,2.0,4.0,856.0,4.0,1.0,2.0,1.0
89202,2.0,4.0,2.0,2.0,600.0,4.0,1.0,2.0,1.0
89205,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,3.0
89208,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
89210,4.0,4.0,2.0,4.0,1400.0,4.0,1.0,2.0,3.0
89217,2.0,2.0,2.0,4.0,400.0,2.0,1.0,2.0,1.0
89218,2.0,4.0,2.0,4.0,700.0,4.0,1.0,2.0,1.0
89220,4.0,2.0,2.0,4.0,395.0,2.0,3.0,2.0,1.0
89221,2.0,2.0,2.0,2.0,2333.0,2.0,1.0,2.0,3.0
89222,2.0,2.0,2.0,4.0,1592.0,2.0,1.0,2.0,1.0
89223,2.0,4.0,2.0,4.0,4490.0,4.0,1.0,2.0,1.0
89225,2.0,2.0,2.0,2.0,1298.0,2.0,1.0,2.0,1.0
89226,2.0,4.0,2.0,4.0,7900.0,4.0,1.0,2.0,1.0
89227,2.0,4.0,4.0,4.0,12500.0,4.0,1.0,2.0,1.0
89228,2.0,4.0,2.0,4.0,8750.0,4.0,1.0,2.0,1.0
89229,2.0,2.0,2.0,2.0,5255.0,2.0,1.0,2.0,1.0
89230,2.0,2.0,2.0,4.0,10000.0,2.0,1.0,2.0,1.0
89231,2.0,2.0,2.0,2.0,5000.0,2.0,1.0,2.0,3.0
89232,2.0,4.0,2.0,4.0,3250.0,4.0,1.0,2.0,1.0
89233,2.0,4.0,2.0,4.0,11500.0,2.0,1.0,2.0,1.0
89234,2.0,2.0,2.0,2.0,3800.0,2.0,1.0,2.0,1.0
89235,2.0,4.0,2.0,4.0,6000.0,2.0,1.0,2.0,1.0
89236,2.0,4.0,2.0,2.0,5000.0,2.0,1.0,2.0,1.0
89237,2.0,2.0,2.0,4.0,254.0,2.0,1.0,2.0,3.0
89239,2.0,2.0,2.0,4.0,937.0,2.0,1.0,2.0,3.0
89241,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,3.0
